ID,Participation_Experiment,Recruitment_organisation,Municipality,Region,Survey1_answered,Survey2_answered,Survey3_answered,Participation_Phase,Control_Price_Phase1,Control_Price_Phase2,Group_Phase1,Group_Phase2,Participation_status_Phase1,Participation_status_Phase2
Exp_4012,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4013,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4014,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4015,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4016,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4017,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4018,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4019,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4020,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4021,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4022,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4023,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4024,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4025,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4026,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4027,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4028,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4029,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4030,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4031,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4032,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4033,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4034,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4035,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4036,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4037,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4038,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4039,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4040,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4041,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4042,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4043,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4044,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4045,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4046,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4047,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4048,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4049,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4050,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4051,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4052,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4053,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4054,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4055,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4056,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4057,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4058,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4059,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4060,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4061,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4062,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4063,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4064,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4065,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4066,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4067,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4068,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4069,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4070,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4071,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4072,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4073,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4074,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4075,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4076,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4077,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4078,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4079,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4080,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4081,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4082,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4083,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4084,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4085,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4086,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4087,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4088,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4089,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4090,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4091,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4092,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4093,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4094,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4095,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4096,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4097,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4098,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4099,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4100,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4101,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4102,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4103,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4104,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4105,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4106,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4107,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4108,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4109,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4110,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4111,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4112,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4113,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4114,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4115,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4116,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4117,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4118,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4119,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4120,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4121,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4122,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4123,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4124,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4125,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4126,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4127,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4128,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4129,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4130,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4131,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4132,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4133,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4134,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4135,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4136,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4137,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4138,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4139,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4140,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4141,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4142,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4143,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4144,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4145,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4146,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4147,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4148,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4149,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4150,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4151,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4152,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4153,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4154,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4155,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4156,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4157,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4158,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4159,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4160,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4161,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4162,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4163,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4164,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4165,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4166,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4167,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4168,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4169,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_5,"NA",OK
Exp_4170,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4171,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4172,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_3,"NA",OK
Exp_4173,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4174,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4175,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4176,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4177,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4178,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4179,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_2,"NA",OK
Exp_4180,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Control group,"NA",Os_Control,"NA",OK
Exp_4181,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4182,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Os_6,"NA",OK
Exp_4183,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_4,"NA",OK
Exp_4184,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4185,Yes,Electricity supplier 1,Lillestrøm,Oslo,"NA","NA",No,Phase_2,"NA",Price group,"NA",Os_1,"NA",OK
Exp_4186,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Trom_1,"NA",OK
Exp_4187,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",Yes,Phase_2,"NA",Price group,"NA",Trom_1,"NA",OK
Exp_4188,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_2,"NA",OK
Exp_4189,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Trom_Control,"NA",OK
Exp_4190,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Control group,"NA",Trom_Control,"NA",OK
Exp_4191,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_2,"NA",OK
Exp_4192,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_2,"NA",OK
Exp_4193,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Control group,"NA",Trom_Control,"NA",OK
Exp_4194,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_1,"NA",OK
Exp_4195,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_1,"NA",OK
Exp_4196,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_1,"NA",OK
Exp_4197,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",Yes,Phase_2,"NA",Control group,"NA",Trom_Control,"NA",OK
Exp_4198,Yes,Electricity supplier 2,Tromsø,Tromsø,"NA","NA",No,Phase_2,"NA",Price group,"NA",Trom_1,"NA",OK
